battle_id,attacker_faction,defender_faction,terrain,weather,att_heavy_infantry,att_spearmen,att_sword_infantry,att_archers,att_skirmishers,att_light_cavalry,att_shock_cavalry,att_artillery,def_heavy_infantry,def_spearmen,def_sword_infantry,def_archers,def_skirmishers,def_light_cavalry,def_shock_cavalry,def_artillery,att_general_rating,def_general_rating,att_avg_morale,def_avg_morale,att_fatigue,def_fortified,att_reinforcement_minute,resolution_mode,current_autoresolver_call,att_casualty_pct,def_casualty_pct,outcome
B0747,Kessari Riders,Latian Republic,forest,clear,1,10,1,1,0,4,6,0,4,1,2,1,2,5,7,2,1,1,49,55,13,1,0,manual,defender,0.407,0.693,attacker
B0748,Sable Nomads,Kessari Riders,plains,clear,1,0,5,1,3,9,2,0,1,3,3,0,6,1,4,0,4,5,62,52,36,1,0,auto,attacker,0.858,0.403,defender
B0749,Orenthal League,Latian Republic,marsh,clear,5,2,6,3,2,5,2,1,4,2,1,3,2,0,6,12,4,5,86,68,10,0,0,auto,defender,0.522,0.753,attacker
B0750,Latian Republic,Kessari Riders,marsh,clear,3,6,1,4,3,0,2,2,0,0,2,1,2,8,4,3,3,3,55,44,41,1,0,auto,attacker,0.433,0.883,attacker
B0751,Vharn Confederacy,Mareth Imperium,plains,clear,8,6,0,3,5,0,0,1,5,1,1,0,1,2,11,1,3,1,60,76,43,0,21,auto,attacker,0.825,0.548,defender
B0752,Latian Republic,Orenthal League,plains,clear,1,1,17,1,4,1,0,0,1,1,0,8,6,3,1,0,5,1,74,61,32,0,0,auto,attacker,0.38,0.753,attacker
B0753,Vharn Confederacy,Mareth Imperium,plains,rain,2,12,1,7,3,0,1,1,3,7,0,0,1,3,5,4,4,2,40,81,0,0,0,auto,attacker,0.475,0.666,attacker
B0754,Selene Dominion,Duskwood Clans,river_crossing,fog,2,2,0,5,4,0,5,4,1,1,3,3,9,2,0,3,4,4,74,88,45,0,6,manual,attacker,0.48,0.811,attacker
B0755,Kessari Riders,Duskwood Clans,forest,clear,6,1,0,2,0,2,11,0,2,4,1,1,8,2,0,1,5,1,90,82,46,0,0,auto,attacker,0.495,0.817,attacker
B0756,Orenthal League,Vharn Confederacy,plains,rain,0,5,2,8,0,5,4,2,4,3,2,2,1,3,6,0,4,1,61,56,23,0,0,manual,attacker,0.48,0.859,attacker
B0757,Duskwood Clans,Orenthal League,forest,clear,5,0,1,1,5,4,3,6,2,3,7,6,4,0,1,1,2,4,67,69,28,0,23,manual,attacker,0.47,0.72,attacker
B0758,Vharn Confederacy,Duskwood Clans,river_crossing,clear,1,15,0,3,0,8,0,2,0,1,1,0,6,1,1,18,4,3,61,75,0,0,0,auto,attacker,0.49,0.712,attacker
B0759,Duskwood Clans,Kessari Riders,plains,clear,1,2,5,4,4,5,0,7,1,1,2,6,4,3,2,0,5,5,70,61,48,0,0,manual,attacker,0.512,0.718,attacker
B0760,Kessari Riders,Mareth Imperium,marsh,clear,1,0,3,2,6,2,10,0,6,4,0,5,1,0,4,1,4,5,84,79,7,0,0,auto,attacker,0.546,0.884,attacker
B0761,Orenthal League,Duskwood Clans,plains,rain,1,8,1,5,0,4,5,3,1,0,1,4,1,8,1,1,3,1,64,79,0,0,16,auto,attacker,0.389,0.642,attacker
B0762,Duskwood Clans,Orenthal League,river_crossing,clear,0,0,6,1,7,4,0,1,3,1,7,11,0,0,0,2,5,1,67,66,65,1,7,manual,defender,0.769,0.374,defender
B0763,Sable Nomads,Duskwood Clans,plains,clear,1,4,4,1,9,7,1,1,1,1,13,3,1,0,0,1,4,1,60,88,19,0,9,auto,attacker,0.471,0.721,attacker
B0764,Latian Republic,Sable Nomads,plains,fog,9,1,1,0,5,1,0,5,0,1,0,7,7,8,3,0,4,3,90,40,35,1,0,auto,defender,0.753,0.309,defender
B0765,Kessari Riders,Duskwood Clans,forest,rain,8,1,0,0,1,11,2,2,1,2,7,0,8,2,1,0,2,1,58,62,29,0,0,manual,attacker,0.468,0.823,attacker
B0766,Mareth Imperium,Orenthal League,hills,fog,3,2,2,0,5,2,4,2,1,4,3,7,0,2,6,0,2,5,88,92,38,1,5,auto,defender,0.725,0.452,defender
B0767,Orenthal League,Mareth Imperium,plains,clear,0,9,1,3,1,0,2,2,10,3,0,2,2,2,6,1,5,5,60,81,39,0,0,auto,defender,0.956,0.438,defender
B0768,Latian Republic,Kessari Riders,plains,rain,3,3,3,2,1,2,0,3,1,1,0,0,13,9,0,1,4,1,60,56,14,0,21,manual,defender,0.423,0.841,attacker
B0769,Vharn Confederacy,Mareth Imperium,river_crossing,clear,1,8,0,5,1,6,0,2,2,2,1,3,0,2,7,5,5,1,61,63,16,1,12,auto,attacker,0.369,0.591,attacker
B0770,Mareth Imperium,Selene Dominion,plains,rain,6,2,0,3,3,0,4,5,1,1,2,1,8,0,2,5,2,3,79,94,55,0,0,manual,attacker,0.267,0.745,attacker
B0771,Orenthal League,Mareth Imperium,plains,clear,2,11,0,3,3,1,0,2,7,7,2,0,0,0,7,3,4,5,74,73,22,1,0,manual,defender,0.655,0.399,defender
B0772,Mareth Imperium,Selene Dominion,hills,clear,12,0,1,1,1,1,1,9,1,3,1,9,0,1,0,8,2,3,56,80,18,0,11,manual,attacker,0.472,0.587,attacker
B0773,Latian Republic,Selene Dominion,plains,rain,5,1,9,1,1,4,0,3,1,6,3,5,1,1,0,6,3,1,69,73,43,0,0,auto,attacker,0.34,0.721,attacker
B0774,Selene Dominion,Mareth Imperium,river_crossing,clear,0,3,0,10,2,3,0,3,2,5,0,1,5,1,8,2,3,3,83,42,7,0,0,manual,defender,0.709,0.436,defender
B0775,Duskwood Clans,Kessari Riders,plains,clear,1,2,1,2,8,2,0,4,14,4,0,4,2,1,3,0,2,4,68,67,27,0,0,manual,defender,0.754,0.393,defender
B0776,Vharn Confederacy,Selene Dominion,plains,clear,2,13,0,3,1,0,1,0,1,1,7,1,5,2,2,6,1,5,90,49,0,0,12,auto,defender,0.715,0.462,defender
B0777,Duskwood Clans,Orenthal League,plains,clear,0,0,4,4,10,0,1,1,3,3,2,10,0,3,0,5,2,5,72,72,27,1,0,auto,defender,0.74,0.558,defender
B0778,Sable Nomads,Orenthal League,river_crossing,rain,0,1,0,1,0,8,5,3,1,12,1,7,0,6,0,0,4,5,78,66,30,1,0,manual,defender,0.762,0.242,defender
B0779,Latian Republic,Mareth Imperium,river_crossing,clear,5,10,5,0,1,1,3,0,7,1,4,1,1,0,6,0,5,5,63,66,11,0,0,auto,attacker,0.416,0.854,attacker
B0780,Mareth Imperium,Kessari Riders,river_crossing,clear,3,0,3,6,5,1,8,1,3,1,0,3,2,6,5,7,5,5,78,80,33,1,0,auto,attacker,0.793,0.328,defender
B0781,Selene Dominion,Vharn Confederacy,plains,clear,1,1,0,8,5,0,1,2,2,8,1,7,3,1,0,5,1,4,91,70,46,1,6,auto,defender,0.847,0.435,defender
B0782,Orenthal League,Duskwood Clans,plains,clear,5,3,2,4,2,1,7,1,1,0,1,9,1,5,4,0,1,3,65,73,40,0,0,auto,attacker,0.4,0.861,attacker
B0783,Mareth Imperium,Sable Nomads,plains,clear,5,0,0,0,6,1,7,4,13,3,0,2,3,3,1,0,3,5,100,62,18,0,0,auto,attacker,0.862,0.579,defender
B0784,Orenthal League,Duskwood Clans,hills,clear,6,1,11,2,2,0,3,2,0,2,2,1,12,2,1,0,2,4,89,53,44,0,0,auto,attacker,0.477,0.691,attacker
B0785,Duskwood Clans,Selene Dominion,plains,fog,0,2,5,0,1,1,9,5,0,1,2,2,3,0,1,9,2,5,76,75,67,0,13,auto,attacker,0.333,0.691,attacker
B0786,Selene Dominion,Mareth Imperium,hills,clear,1,0,3,5,1,5,5,4,5,5,0,0,0,2,9,4,3,4,65,82,56,1,0,auto,defender,0.57,0.341,defender
B0787,Orenthal League,Mareth Imperium,forest,clear,1,12,2,9,1,2,0,0,12,2,1,1,1,0,4,1,3,3,60,51,32,1,0,manual,attacker,0.33,0.656,attacker
B0788,Kessari Riders,Duskwood Clans,marsh,clear,0,0,1,7,2,3,1,11,3,0,1,0,12,2,2,6,1,3,63,100,29,1,0,manual,defender,0.804,0.289,defender
B0789,Duskwood Clans,Vharn Confederacy,forest,clear,1,0,2,0,11,2,6,0,1,10,5,2,0,0,0,4,5,5,83,71,55,1,0,manual,attacker,0.774,0.339,defender
B0790,Mareth Imperium,Kessari Riders,plains,rain,1,1,6,1,0,5,4,6,2,1,2,0,2,5,4,6,4,2,76,50,48,0,0,auto,attacker,0.42,0.834,attacker
B0791,Latian Republic,Mareth Imperium,plains,clear,3,1,1,5,16,0,2,0,0,5,3,0,0,9,2,4,4,1,67,80,32,0,0,auto,attacker,0.765,0.382,defender
B0792,Orenthal League,Kessari Riders,hills,rain,6,1,9,1,7,1,0,3,0,1,2,0,0,6,9,2,4,2,40,60,35,0,12,auto,attacker,0.413,0.828,attacker
B0793,Vharn Confederacy,Duskwood Clans,hills,fog,0,14,2,2,2,3,1,3,0,5,3,0,4,3,1,2,1,1,55,71,49,0,20,auto,attacker,0.357,0.616,attacker
B0794,Selene Dominion,Duskwood Clans,hills,clear,1,5,1,2,3,0,1,9,0,9,4,0,3,1,7,0,1,4,57,76,34,0,0,manual,attacker,0.716,0.35,defender
B0795,Kessari Riders,Duskwood Clans,hills,clear,0,4,0,2,4,3,7,0,0,2,2,4,11,4,0,0,1,4,75,69,37,0,0,auto,defender,0.45,0.855,attacker
B0796,Mareth Imperium,Vharn Confederacy,plains,clear,2,1,0,4,2,6,2,7,3,8,1,0,0,8,7,4,2,3,86,84,38,1,10,manual,defender,0.66,0.372,defender
B0797,Vharn Confederacy,Kessari Riders,plains,clear,5,10,2,0,0,5,1,1,1,0,2,0,6,2,13,1,5,1,54,94,29,1,7,manual,defender,0.415,0.78,attacker
B0798,Vharn Confederacy,Kessari Riders,forest,rain,4,9,2,6,1,1,0,0,0,1,3,1,6,13,1,2,1,4,77,72,37,0,0,manual,defender,0.411,0.584,attacker
B0799,Orenthal League,Vharn Confederacy,forest,clear,6,5,0,3,10,0,0,2,11,1,1,10,0,0,2,2,3,4,84,63,21,1,0,auto,defender,0.828,0.451,defender
B0800,Sable Nomads,Orenthal League,plains,clear,0,2,3,2,9,4,3,0,0,10,10,3,0,5,1,0,4,2,71,57,0,0,18,auto,defender,0.865,0.484,defender
B0801,Kessari Riders,Mareth Imperium,hills,clear,1,2,1,2,1,6,7,5,11,0,1,0,0,0,7,2,1,3,41,91,70,0,0,auto,attacker,0.813,0.428,defender
B0802,Kessari Riders,Duskwood Clans,hills,clear,0,0,3,0,7,10,1,7,1,4,2,0,8,6,1,0,2,1,65,57,52,1,0,manual,attacker,0.868,0.49,defender
B0803,Sable Nomads,Duskwood Clans,plains,clear,0,0,0,9,6,12,0,0,0,0,1,1,11,1,2,7,1,2,90,61,43,1,0,auto,attacker,0.272,0.63,attacker
B0804,Kessari Riders,Sable Nomads,marsh,rain,9,2,0,0,4,0,6,1,1,0,4,8,5,3,2,1,4,1,64,67,3,0,11,auto,attacker,0.4,0.7,attacker
B0805,Latian Republic,Selene Dominion,plains,rain,2,6,1,1,0,3,8,0,1,2,2,0,6,3,6,3,1,3,70,88,13,0,0,auto,attacker,0.457,0.663,attacker
B0806,Orenthal League,Kessari Riders,hills,clear,4,1,6,2,1,7,0,0,7,1,1,1,4,5,5,0,2,3,53,70,49,0,0,auto,defender,0.869,0.415,defender
B0807,Selene Dominion,Vharn Confederacy,hills,clear,1,4,5,5,5,0,0,7,1,15,1,4,1,0,0,0,3,3,56,47,24,0,0,auto,attacker,0.359,0.576,attacker
B0808,Mareth Imperium,Vharn Confederacy,forest,clear,7,4,0,2,2,2,8,0,1,6,5,0,3,4,1,0,4,1,68,84,22,0,0,auto,attacker,0.487,0.653,attacker
B0809,Latian Republic,Sable Nomads,forest,clear,2,5,6,1,2,3,4,0,1,0,0,2,1,10,1,1,3,4,75,65,28,0,0,auto,attacker,0.305,0.588,attacker
B0810,Sable Nomads,Vharn Confederacy,river_crossing,clear,5,2,0,1,2,6,2,1,11,9,0,2,0,2,0,3,2,3,66,40,48,0,10,auto,defender,0.696,0.521,defender
B0811,Orenthal League,Mareth Imperium,plains,clear,6,6,5,1,0,2,3,0,4,16,0,1,0,3,1,1,5,5,80,66,82,0,11,auto,defender,0.809,0.419,defender
B0812,Vharn Confederacy,Duskwood Clans,forest,clear,1,8,2,1,7,0,2,3,0,8,0,3,5,4,1,0,3,2,79,88,50,0,0,auto,attacker,0.429,0.714,attacker
B0813,Sable Nomads,Selene Dominion,river_crossing,clear,0,2,2,2,9,8,0,5,0,5,3,9,2,0,2,2,4,1,56,64,36,0,0,auto,attacker,0.495,0.726,attacker
B0814,Duskwood Clans,Mareth Imperium,hills,clear,1,2,3,1,1,14,0,1,9,0,2,1,0,0,3,3,3,3,76,91,24,0,7,auto,attacker,0.377,0.693,attacker
B0815,Kessari Riders,Vharn Confederacy,river_crossing,rain,1,3,6,1,3,9,3,0,15,10,0,1,1,1,0,0,1,4,46,66,57,0,24,auto,attacker,0.55,0.329,defender
B0816,Duskwood Clans,Vharn Confederacy,marsh,clear,2,0,2,5,6,5,1,0,3,11,2,0,1,4,1,0,3,5,95,61,34,1,0,auto,defender,0.72,0.438,defender
B0817,Mareth Imperium,Duskwood Clans,river_crossing,rain,5,3,2,0,7,0,2,0,0,0,2,2,9,10,2,2,2,3,68,73,0,0,0,auto,defender,0.591,0.411,defender
B0818,Vharn Confederacy,Orenthal League,hills,rain,1,10,2,7,0,0,1,5,0,5,5,1,1,2,3,1,2,3,76,57,46,0,0,auto,attacker,0.495,0.75,attacker
B0819,Duskwood Clans,Kessari Riders,hills,rain,1,6,3,1,8,1,4,0,10,2,0,0,2,7,1,1,1,2,97,46,35,0,0,manual,attacker,0.953,0.558,defender
B0820,Latian Republic,Selene Dominion,river_crossing,clear,16,0,2,4,1,3,2,0,0,7,1,5,8,0,0,4,5,3,53,47,52,0,0,manual,attacker,0.505,0.759,attacker
B0821,Selene Dominion,Latian Republic,marsh,clear,3,5,1,6,2,1,0,4,3,4,11,3,0,0,2,0,3,2,92,75,18,0,0,manual,attacker,0.418,0.729,attacker
B0822,Latian Republic,Mareth Imperium,forest,rain,3,7,2,0,14,0,0,1,9,5,2,0,0,0,6,3,4,1,68,63,42,0,19,manual,attacker,0.359,0.728,attacker
B0823,Duskwood Clans,Mareth Imperium,hills,rain,6,6,0,1,1,8,0,0,1,5,2,3,2,1,12,5,2,4,64,77,42,0,0,auto,defender,0.482,0.849,attacker
B0824,Selene Dominion,Duskwood Clans,plains,clear,2,0,0,7,2,3,0,8,5,0,1,5,5,6,1,1,2,3,75,44,0,0,0,auto,attacker,0.748,0.423,defender
B0825,Selene Dominion,Vharn Confederacy,plains,clear,1,1,5,8,1,4,2,2,3,5,4,2,0,5,0,2,1,1,76,62,54,1,15,auto,attacker,0.484,0.889,attacker
B0826,Vharn Confederacy,Selene Dominion,marsh,clear,4,6,1,5,0,5,2,1,0,1,1,8,1,0,1,8,4,1,47,65,34,1,0,manual,attacker,0.367,0.706,attacker
B0827,Kessari Riders,Orenthal League,forest,rain,1,6,1,0,1,3,5,5,1,5,5,4,3,4,6,0,2,3,62,73,15,0,0,manual,defender,0.761,0.366,defender
B0828,Kessari Riders,Selene Dominion,river_crossing,rain,0,0,5,3,8,4,7,0,0,2,0,3,0,3,4,6,5,4,60,87,52,1,0,auto,attacker,0.397,0.749,attacker
B0829,Orenthal League,Duskwood Clans,forest,clear,7,0,2,0,1,9,4,2,0,2,1,1,8,7,1,1,1,1,62,69,57,0,0,auto,attacker,0.488,0.789,attacker
B0830,Mareth Imperium,Selene Dominion,plains,clear,2,3,8,8,1,0,1,2,0,4,1,5,6,0,1,1,1,5,93,40,25,0,0,manual,attacker,0.429,0.743,attacker
B0831,Orenthal League,Selene Dominion,plains,clear,4,0,1,7,0,3,2,6,2,2,1,12,6,1,2,4,1,5,87,68,57,0,0,auto,defender,0.804,0.46,defender
B0832,Kessari Riders,Selene Dominion,marsh,clear,0,0,0,1,1,6,17,1,1,2,1,9,9,1,2,3,1,4,100,49,15,0,14,auto,attacker,0.403,0.731,attacker
B0833,Mareth Imperium,Kessari Riders,forest,clear,7,4,1,0,1,1,5,1,1,0,0,12,2,1,11,0,5,1,66,68,56,0,14,manual,defender,0.361,0.713,attacker
B0834,Duskwood Clans,Latian Republic,plains,clear,2,1,5,2,8,3,3,4,10,1,7,0,0,1,6,2,3,4,75,94,38,0,0,auto,attacker,0.916,0.424,defender
B0835,Orenthal League,Kessari Riders,plains,clear,1,5,9,3,1,3,3,3,0,1,10,2,5,5,3,4,2,1,62,63,25,0,19,auto,attacker,0.533,0.744,attacker
B0836,Latian Republic,Vharn Confederacy,forest,rain,8,4,6,2,0,2,0,1,8,8,1,2,2,0,4,0,5,2,52,69,35,0,0,auto,attacker,0.839,0.496,defender
B0837,Orenthal League,Kessari Riders,hills,clear,0,1,11,4,0,0,0,4,0,2,0,0,1,3,24,0,1,5,50,56,23,0,0,auto,defender,0.509,0.287,defender
B0838,Mareth Imperium,Orenthal League,river_crossing,clear,8,11,0,4,1,0,1,2,5,6,0,3,1,3,4,1,5,4,56,64,44,1,0,auto,attacker,0.562,0.794,attacker
B0839,Selene Dominion,Mareth Imperium,plains,fog,3,7,0,0,2,0,0,13,1,1,12,1,2,1,2,5,1,4,87,78,56,1,0,auto,attacker,0.541,0.331,defender
B0840,Vharn Confederacy,Latian Republic,hills,clear,1,3,3,5,4,4,0,1,1,1,5,0,0,3,0,9,4,1,84,54,76,1,0,auto,attacker,0.52,0.947,attacker
B0841,Kessari Riders,Duskwood Clans,plains,fog,1,2,2,1,0,1,9,3,3,4,6,2,6,1,0,0,1,3,56,73,10,0,18,auto,defender,0.461,0.674,attacker
B0842,Kessari Riders,Mareth Imperium,plains,clear,1,1,0,3,1,5,11,1,3,5,3,0,4,5,2,1,1,2,67,87,37,0,0,auto,attacker,0.861,0.495,defender
B0843,Duskwood Clans,Kessari Riders,hills,clear,0,1,3,4,8,4,6,0,2,5,0,0,5,3,5,3,4,5,65,71,33,0,12,auto,attacker,0.835,0.511,defender
B0844,Duskwood Clans,Mareth Imperium,plains,rain,1,0,1,2,2,4,9,3,5,3,2,0,8,0,5,4,2,2,75,79,42,0,0,auto,defender,0.392,0.705,attacker
B0845,Vharn Confederacy,Sable Nomads,forest,clear,6,11,1,6,0,3,0,0,5,1,5,1,10,1,0,0,5,3,65,68,64,1,0,auto,attacker,0.768,0.453,defender
B0846,Sable Nomads,Selene Dominion,hills,clear,2,5,1,4,5,5,3,0,1,2,3,2,8,0,0,9,3,5,40,72,34,0,0,auto,attacker,0.437,0.849,attacker
B0847,Latian Republic,Vharn Confederacy,hills,clear,6,1,4,1,3,2,0,4,9,6,1,2,0,2,1,2,2,2,76,50,20,1,0,auto,defender,0.713,0.41,defender
B0848,Latian Republic,Vharn Confederacy,marsh,rain,1,6,3,0,1,0,10,3,0,6,0,8,1,1,0,4,2,4,66,60,67,1,0,auto,attacker,0.853,0.441,defender
B0849,Sable Nomads,Orenthal League,plains,rain,1,4,0,1,2,8,1,4,4,12,3,0,1,1,1,5,2,1,58,66,0,0,24,manual,defender,0.907,0.463,defender
B0850,Mareth Imperium,Latian Republic,forest,clear,6,6,5,0,0,1,2,1,13,0,5,0,2,0,0,1,3,4,71,57,61,1,0,auto,attacker,0.688,0.332,defender
B0851,Duskwood Clans,Vharn Confederacy,hills,clear,0,1,2,3,15,3,0,2,1,20,1,2,0,0,0,0,1,3,51,71,34,0,0,manual,attacker,0.447,0.737,attacker
B0852,Orenthal League,Vharn Confederacy,river_crossing,clear,1,3,1,5,4,1,5,0,2,2,0,1,2,4,0,9,3,5,64,94,0,0,5,auto,attacker,0.45,0.919,attacker
B0853,Selene Dominion,Vharn Confederacy,hills,clear,2,2,0,8,4,0,1,4,2,7,2,1,1,2,5,4,1,4,49,45,22,0,0,auto,defender,0.907,0.497,defender
B0854,Latian Republic,Sable Nomads,plains,clear,7,1,6,2,1,3,1,1,3,3,1,1,5,5,0,2,5,4,66,64,0,0,12,auto,attacker,0.667,0.694,attacker
B0855,Latian Republic,Kessari Riders,forest,clear,5,0,2,5,2,0,2,7,0,4,1,1,1,6,1,11,5,2,70,71,41,0,17,manual,attacker,0.523,0.714,attacker
B0856,Selene Dominion,Mareth Imperium,plains,rain,2,1,1,14,2,1,3,1,2,2,2,0,1,0,13,0,1,4,75,65,42,0,6,auto,attacker,0.677,0.332,defender
B0857,Mareth Imperium,Selene Dominion,hills,rain,8,6,3,0,2,1,3,3,0,12,4,0,1,1,2,1,5,5,67,45,43,0,0,auto,attacker,0.388,0.859,attacker
B0858,Sable Nomads,Vharn Confederacy,plains,rain,1,1,1,0,13,6,0,0,3,5,0,3,7,1,5,0,3,4,65,44,59,0,10,manual,attacker,0.823,0.324,defender
B0859,Mareth Imperium,Selene Dominion,forest,rain,2,1,2,1,5,4,3,1,1,0,1,6,8,4,0,5,4,2,73,52,55,1,20,auto,defender,0.538,0.635,attacker
B0860,Mareth Imperium,Sable Nomads,marsh,clear,0,2,1,9,5,1,9,1,3,3,0,1,6,9,0,0,4,4,84,59,11,1,0,auto,attacker,0.783,0.418,defender
B0861,Vharn Confederacy,Kessari Riders,marsh,rain,0,6,2,1,1,1,3,3,0,0,1,2,9,9,7,0,1,1,54,61,13,0,7,manual,defender,0.413,0.667,attacker
B0862,Vharn Confederacy,Orenthal League,marsh,clear,4,11,0,1,3,1,3,8,2,5,0,8,0,0,1,4,5,3,78,56,19,0,9,auto,attacker,0.468,0.783,attacker
B0863,Sable Nomads,Mareth Imperium,marsh,clear,0,1,7,1,3,4,1,2,10,4,0,1,0,1,2,1,2,4,70,68,54,0,6,manual,attacker,0.73,0.433,defender
B0864,Mareth Imperium,Sable Nomads,forest,rain,1,3,2,2,3,0,3,8,0,3,0,5,5,7,0,0,2,4,55,65,17,0,0,manual,attacker,0.799,0.518,defender
B0865,Kessari Riders,Orenthal League,hills,clear,4,2,2,2,2,7,2,0,1,13,0,1,3,2,0,0,4,4,88,61,0,0,19,auto,attacker,0.875,0.483,defender
B0866,Orenthal League,Selene Dominion,plains,clear,1,3,6,1,0,2,1,12,3,2,1,9,2,4,6,2,3,5,69,100,45,1,0,auto,defender,0.701,0.404,defender
B0867,Selene Dominion,Mareth Imperium,plains,clear,5,2,1,3,3,2,0,9,5,9,4,1,2,1,3,1,1,1,77,86,49,0,19,manual,attacker,0.85,0.503,defender
B0868,Latian Republic,Kessari Riders,hills,rain,2,2,5,1,7,4,1,0,0,1,0,1,0,9,13,1,2,2,71,59,9,1,6,auto,defender,0.714,0.453,defender
B0869,Kessari Riders,Sable Nomads,marsh,clear,1,2,3,5,7,2,7,0,2,0,2,5,8,3,4,0,3,2,57,52,51,0,18,auto,attacker,0.418,0.852,attacker
B0870,Vharn Confederacy,Sable Nomads,river_crossing,clear,2,11,0,4,0,5,10,0,2,2,3,6,4,4,1,0,4,3,90,55,0,1,23,auto,attacker,0.435,0.669,attacker
B0871,Duskwood Clans,Orenthal League,river_crossing,clear,3,2,6,3,4,3,1,1,1,7,4,4,2,2,0,0,5,3,70,55,36,0,0,manual,attacker,0.471,0.785,attacker
B0872,Sable Nomads,Selene Dominion,forest,clear,3,0,3,2,9,2,0,7,2,1,0,4,3,2,2,8,2,2,72,75,26,1,0,manual,attacker,0.648,0.449,defender
B0873,Duskwood Clans,Selene Dominion,plains,clear,0,0,2,4,7,4,0,4,1,4,0,8,4,5,1,3,1,1,66,94,32,0,11,auto,defender,0.755,0.485,defender
B0874,Latian Republic,Orenthal League,plains,clear,11,4,3,0,2,0,0,4,0,0,4,7,2,1,1,2,1,2,73,72,22,0,0,auto,attacker,0.395,0.757,attacker
B0875,Duskwood Clans,Latian Republic,river_crossing,clear,0,8,5,1,4,1,0,1,11,0,4,0,1,0,1,4,3,3,63,65,23,0,0,auto,attacker,0.868,0.449,defender
B0876,Duskwood Clans,Latian Republic,plains,clear,0,3,4,2,6,4,2,2,2,2,22,1,0,0,1,0,4,4,100,62,1,0,0,auto,defender,0.814,0.528,defender
B0877,Duskwood Clans,Kessari Riders,hills,clear,2,5,2,4,5,2,0,2,6,3,0,0,2,10,4,1,1,4,73,68,60,0,0,auto,defender,0.814,0.384,defender
B0878,Kessari Riders,Selene Dominion,river_crossing,clear,0,2,0,3,2,4,6,2,5,2,0,3,3,3,5,4,5,1,69,83,21,0,0,auto,defender,0.666,0.369,defender
B0879,Vharn Confederacy,Sable Nomads,plains,clear,5,15,2,0,0,4,0,1,4,5,2,2,6,9,0,0,2,3,55,76,16,1,0,auto,defender,0.375,0.75,attacker
B0880,Vharn Confederacy,Kessari Riders,hills,clear,10,4,3,7,1,0,2,1,5,0,2,2,0,7,2,0,1,2,40,78,61,0,9,auto,attacker,0.425,0.655,attacker
B0881,Kessari Riders,Sable Nomads,forest,clear,0,0,0,1,1,9,12,0,9,0,1,3,1,6,1,0,1,2,86,88,20,1,0,auto,attacker,0.785,0.46,defender
B0882,Selene Dominion,Sable Nomads,hills,clear,4,3,2,1,2,7,0,4,4,0,5,3,1,2,0,7,1,5,85,70,16,0,0,auto,attacker,0.464,0.813,attacker
B0883,Kessari Riders,Orenthal League,hills,clear,3,1,0,0,1,4,9,5,7,4,3,1,1,2,1,3,2,3,67,87,59,0,0,auto,attacker,0.751,0.434,defender
B0884,Orenthal League,Duskwood Clans,hills,clear,9,4,0,4,0,4,1,0,1,2,7,4,3,3,3,2,5,2,78,65,33,0,0,auto,defender,0.46,0.715,attacker
B0885,Selene Dominion,Duskwood Clans,hills,clear,0,4,1,13,1,2,2,1,1,4,1,5,9,2,4,0,5,2,59,63,29,1,22,auto,defender,0.652,0.491,defender
B0886,Selene Dominion,Orenthal League,river_crossing,fog,4,0,0,4,9,1,1,3,2,4,4,6,2,1,9,0,3,3,60,49,19,0,24,auto,defender,0.6,0.364,defender
B0887,Duskwood Clans,Vharn Confederacy,marsh,clear,1,0,5,2,5,4,4,2,7,2,0,1,0,9,0,6,1,3,95,75,18,0,0,manual,attacker,0.708,0.464,defender
B0888,Kessari Riders,Selene Dominion,forest,clear,0,3,0,0,6,9,1,4,10,0,2,8,2,1,2,3,5,1,58,53,48,1,0,auto,defender,0.914,0.516,defender
B0889,Sable Nomads,Mareth Imperium,marsh,rain,6,0,2,8,4,3,0,2,11,2,0,0,4,1,9,1,4,2,57,83,28,1,5,auto,defender,0.661,0.406,defender
B0890,Kessari Riders,Latian Republic,hills,clear,1,1,5,0,3,5,6,0,13,2,6,0,1,0,2,2,1,2,66,66,24,0,0,auto,defender,0.715,0.495,defender
B0891,Selene Dominion,Orenthal League,hills,fog,0,0,2,3,0,6,6,5,0,2,8,4,4,4,0,1,5,3,83,81,59,0,0,manual,attacker,0.805,0.527,defender
B0892,Duskwood Clans,Mareth Imperium,river_crossing,rain,3,0,1,2,5,1,1,5,3,1,5,0,1,1,9,1,4,2,100,60,28,1,0,auto,defender,0.654,0.364,defender
B0893,Sable Nomads,Orenthal League,plains,clear,7,0,2,1,1,5,4,1,0,5,1,1,10,7,0,1,2,5,84,41,50,0,0,auto,defender,0.39,0.744,attacker
B0894,Mareth Imperium,Latian Republic,forest,rain,3,2,0,2,0,0,8,4,2,2,6,3,0,2,0,1,4,4,74,48,35,1,0,auto,attacker,0.88,0.456,defender
B0895,Kessari Riders,Selene Dominion,plains,rain,1,0,0,9,6,4,3,4,1,1,0,9,7,2,1,3,1,2,71,57,66,0,0,auto,attacker,0.412,0.701,attacker
B0896,Latian Republic,Vharn Confederacy,marsh,clear,1,7,5,6,5,0,0,1,6,3,5,8,0,0,1,0,5,3,86,82,21,1,10,manual,attacker,0.412,0.697,attacker
